80
0	1
0	4
1	2
1	6
2	3
4	5
7	8
7	9
7	10
7	17
7	22
8	9
8	10
9	10
11	12
11	13
11	14
11	15
11	16
11	17
11	18
11	19
11	20
11	21
12	13
12	14
12	15
12	16
12	17
12	18
12	19
12	20
12	21
13	14
13	15
13	16
13	17
13	18
13	19
13	20
13	21
14	15
14	16
14	17
14	18
14	19
14	20
14	21
15	16
15	17
15	18
15	19
15	20
15	21
16	17
16	18
16	19
16	20
16	21
17	18
17	20
17	21
18	20
18	21
19	20
19	21
20	21
23	24
23	25
25	29
25	30
26	27
26	28
26	29
26	30
27	28
29	30
29	32
31	32
33	34
35	36
36	37
36	38
39	40
39	41
39	43
39	48
40	48
41	42
41	47
42	44
42	47
44	45
44	46
44	47
44	49
44	52
45	46
45	47
45	52
46	47
46	49
46	52
47	52
50	51
51	52
53	54
53	60
53	61
53	62
53	65
55	56
55	57
55	58
56	57
56	58
57	58
59	60
61	62
61	64
61	66
62	64
62	66
63	64
67	68
67	72
67	73
68	72
68	73
69	70
69	71
69	72
70	71
70	72
71	72
73	74
73	75
74	75
76	77
76	78
76	79
77	78
77	79
78	79
