234
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	13
0	14
0	23
1	2
1	3
1	4
1	5
1	6
1	7
1	14
1	29
1	30
1	36
1	37
1	48
2	3
2	4
2	5
2	6
2	7
2	8
2	13
2	30
3	4
3	5
3	6
3	7
3	13
3	30
4	5
4	6
4	7
4	8
4	11
4	14
4	18
4	26
4	28
4	30
4	48
4	77
4	78
4	79
5	6
5	7
5	13
5	14
6	7
6	8
6	13
6	14
7	13
7	14
7	15
9	10
10	28
10	43
10	55
10	56
10	57
10	73
11	12
11	14
11	16
11	21
11	22
11	25
11	28
11	35
11	36
12	22
13	14
16	17
16	18
16	25
16	26
16	28
16	33
16	34
16	36
16	39
17	18
17	28
17	34
17	47
18	26
18	39
19	20
19	21
19	22
19	24
19	25
19	26
19	28
19	30
19	36
19	37
19	38
19	50
20	21
20	22
20	24
20	25
20	27
20	28
20	30
20	35
20	36
20	37
20	50
21	22
21	25
21	50
22	26
22	28
22	36
22	37
22	50
22	56
24	25
24	27
24	29
24	30
24	31
24	40
25	27
25	28
25	29
25	30
25	31
25	51
26	27
26	28
26	33
26	35
26	36
26	37
26	38
26	40
27	28
27	29
27	30
27	31
27	40
27	42
28	30
28	32
28	33
28	35
28	36
28	37
28	38
28	44
28	47
28	48
28	49
28	55
28	56
28	57
28	58
28	61
28	63
28	75
28	80
28	83
28	89
28	90
28	97
28	98
28	99
28	100
29	30
29	31
29	59
30	31
30	36
30	37
31	34
32	33
32	37
32	48
33	48
33	50
33	51
34	35
36	37
36	38
36	41
36	49
37	38
37	39
37	40
37	41
37	50
37	51
37	54
38	39
38	48
38	49
39	41
40	42
41	42
42	49
42	68
42	118
42	120
44	45
44	46
44	51
44	53
45	46
45	50
45	53
46	48
46	49
46	50
46	53
47	48
47	50
47	58
48	50
48	54
49	50
49	51
49	52
49	56
49	68
49	79
49	80
50	51
50	52
50	54
51	54
52	77
52	79
56	57
56	85
56	87
56	93
56	94
56	98
56	101
57	61
57	80
57	82
57	83
57	87
57	90
57	91
57	94
57	95
57	98
57	99
57	100
58	64
58	65
58	97
58	100
59	60
61	62
61	63
61	87
61	101
61	108
61	109
61	131
62	63
62	101
62	106
62	107
62	125
62	140
62	145
63	101
63	107
63	109
63	125
63	126
63	127
63	145
63	146
64	65
65	67
65	68
65	70
65	71
65	100
65	101
66	67
66	68
66	69
66	70
66	71
66	74
66	75
66	76
67	68
67	69
67	70
67	71
67	74
67	76
67	90
67	95
68	69
68	70
68	71
68	74
68	75
68	77
68	78
69	70
69	71
69	72
69	74
69	75
69	76
70	71
70	72
70	75
70	78
71	72
71	74
71	75
71	76
72	74
74	75
74	78
75	83
75	84
75	85
75	86
75	99
75	113
75	116
75	129
75	131
75	134
75	135
75	136
75	145
75	146
75	150
75	152
77	78
77	79
77	80
78	79
78	80
78	90
78	94
78	97
78	103
79	80
79	81
79	82
79	84
79	91
79	94
79	95
79	115
79	128
80	91
81	82
81	83
81	84
81	87
81	104
81	120
82	83
82	84
83	84
83	93
83	99
83	119
83	130
83	131
83	134
83	136
83	142
83	144
83	146
83	149
83	156
84	86
84	101
84	104
84	120
84	124
84	133
84	142
84	146
85	86
85	87
85	88
85	89
85	90
85	91
85	92
85	93
85	94
85	95
85	96
85	97
85	98
85	99
85	100
85	128
86	87
86	88
86	90
86	91
86	92
86	93
86	94
86	95
86	96
86	97
86	98
86	99
86	119
86	120
86	152
87	88
87	89
87	90
87	91
87	93
87	94
87	95
87	96
87	97
87	98
87	99
87	100
87	107
87	109
87	111
87	120
87	127
87	157
88	89
88	90
88	91
88	92
88	93
88	94
88	95
88	97
88	98
88	99
89	91
89	94
89	95
89	96
89	97
89	98
89	99
90	91
90	92
90	93
90	94
90	95
90	96
90	97
90	98
90	99
90	106
90	108
90	119
90	120
90	121
90	124
90	129
90	140
91	92
91	93
91	94
91	95
91	96
91	97
91	98
91	99
91	109
91	140
92	94
92	97
92	98
92	99
92	120
92	121
93	94
93	95
93	96
93	97
93	98
93	99
93	111
93	120
93	126
93	154
93	156
93	157
94	95
94	96
94	97
94	98
94	99
94	102
94	104
94	105
94	110
94	120
94	128
94	147
94	149
94	150
94	165
95	96
95	97
95	98
95	99
95	109
96	97
96	98
96	99
96	107
97	98
97	99
97	100
97	110
97	111
97	115
97	118
97	119
97	120
97	150
97	155
97	157
98	99
99	118
99	120
99	140
99	149
99	152
100	131
100	160
100	164
100	168
100	170
100	177
100	178
100	182
100	184
101	106
101	139
102	103
102	107
102	127
103	110
103	127
103	129
104	105
104	107
104	118
104	125
106	107
106	108
106	109
106	110
106	111
106	116
106	118
106	126
106	127
107	108
107	109
107	110
107	111
107	116
107	117
107	120
107	121
107	125
107	134
108	109
108	117
108	124
108	125
108	126
108	134
109	111
109	116
109	120
109	125
109	130
109	136
110	111
110	112
110	113
110	114
110	115
111	112
111	113
111	114
111	115
111	122
111	126
112	113
112	115
113	114
113	115
113	129
114	125
116	117
116	118
116	119
116	121
116	122
116	123
116	124
116	125
116	126
116	127
117	118
117	119
117	120
117	121
117	122
117	123
117	124
117	125
117	126
117	127
117	128
118	119
118	120
118	121
118	122
118	123
118	124
118	125
118	126
118	127
118	128
118	134
118	136
118	153
119	120
119	121
119	122
119	123
119	124
119	125
119	126
119	128
119	149
120	121
120	122
120	123
120	124
120	125
120	126
120	130
120	131
120	141
120	154
120	155
120	156
120	157
120	159
121	122
121	123
121	124
121	125
121	126
121	127
122	123
122	124
122	125
122	126
122	127
122	128
122	135
123	124
123	125
123	126
123	127
123	128
123	134
123	135
123	139
123	141
123	143
123	146
124	125
124	126
124	127
124	128
124	139
124	141
125	126
125	127
125	128
125	140
126	127
126	128
126	131
126	134
126	135
127	128
129	135
129	136
129	143
129	152
129	155
129	156
129	157
130	131
130	132
130	133
130	134
130	135
130	136
130	138
130	139
130	140
130	141
130	142
130	143
130	144
130	145
130	146
130	156
130	176
130	182
130	187
130	188
131	132
131	133
131	134
131	135
131	136
131	137
131	138
131	139
131	140
131	141
131	142
131	143
131	144
131	145
131	146
131	153
131	156
131	157
131	162
131	163
131	164
131	165
131	169
131	172
131	181
131	183
131	189
131	193
132	133
132	134
132	135
132	136
132	137
132	138
132	139
132	140
132	142
132	143
132	144
132	145
132	146
132	149
133	134
133	135
133	136
133	138
133	139
133	140
133	141
133	142
133	143
133	144
133	145
133	146
133	153
134	135
134	136
134	138
134	140
134	141
134	142
134	143
134	144
134	145
134	146
134	159
135	136
135	137
135	138
135	139
135	140
135	141
135	142
135	143
135	144
135	145
135	146
135	154
135	156
135	157
136	137
136	139
136	140
136	141
136	142
136	143
136	144
136	145
136	146
136	148
136	149
136	153
136	155
136	157
137	138
137	139
137	140
137	141
137	142
137	143
137	144
137	145
137	207
138	139
138	140
138	141
138	142
138	143
138	144
138	145
138	146
139	140
139	141
139	142
139	143
139	144
139	145
139	146
139	148
139	149
140	141
140	142
140	143
140	144
140	145
140	146
140	152
141	142
141	143
141	144
141	145
