234
141	146
142	143
142	144
142	145
142	146
143	144
143	145
143	146
144	145
144	146
145	146
145	148
145	152
145	153
145	154
145	155
145	156
145	157
147	148
147	149
147	154
147	155
147	165
148	149
148	150
148	153
148	158
148	173
148	174
149	150
149	157
149	161
149	167
149	168
149	172
149	173
149	174
149	175
149	176
149	177
149	178
149	179
149	180
150	152
150	160
150	173
151	152
152	156
152	159
152	160
152	164
152	165
152	168
152	170
152	171
152	183
152	184
153	154
153	155
153	156
153	158
153	179
153	189
153	190
153	198
153	199
153	203
154	155
154	156
154	157
155	156
155	157
155	164
156	157
156	160
156	181
158	189
159	160
159	182
159	184
160	172
160	173
160	181
160	182
160	184
161	162
161	163
161	166
161	167
161	168
161	169
161	170
161	171
161	172
161	174
161	175
161	176
161	177
161	178
161	179
161	184
161	186
161	193
162	163
162	166
162	167
162	168
162	169
162	170
162	171
162	172
162	174
162	175
162	176
162	177
162	178
162	179
162	182
163	166
163	168
163	169
163	170
163	171
163	172
163	176
163	177
163	178
164	165
164	166
164	168
164	171
164	172
164	179
164	182
164	183
164	190
165	172
165	182
165	183
165	194
165	203
165	205
166	167
166	168
166	169
166	170
166	171
166	173
166	174
166	175
166	176
166	177
166	178
166	179
166	180
166	182
166	193
167	168
167	174
167	175
167	176
167	177
167	178
167	179
167	180
168	169
168	170
168	171
168	172
168	174
168	175
168	176
168	177
168	178
168	179
169	170
169	171
169	172
169	174
169	175
169	176
169	177
169	178
169	179
170	171
170	172
170	174
170	175
170	176
170	177
170	178
170	179
170	180
170	186
171	172
171	174
171	175
171	176
171	177
171	178
171	179
171	180
172	173
172	174
172	175
172	176
172	177
172	178
172	179
173	174
173	177
173	181
174	176
174	177
174	178
174	179
175	176
175	177
175	178
175	179
176	177
176	178
176	179
176	180
177	178
177	179
178	179
178	180
178	185
179	180
181	182
182	184
182	185
183	185
183	189
183	197
185	186
187	188
187	189
187	190
187	194
187	201
187	202
187	207
187	208
187	209
187	210
187	212
188	189
188	190
188	195
188	199
189	190
189	194
189	198
189	199
189	200
189	201
189	205
189	207
189	208
189	209
190	194
190	195
190	196
190	199
190	201
190	202
190	206
190	207
190	209
191	192
191	197
194	200
195	196
196	199
197	198
197	199
197	200
198	199
198	200
198	230
199	200
199	207
200	207
201	202
201	204
201	205
201	207
201	212
201	215
202	204
204	205
206	207
206	208
207	208
207	212
207	215
207	216
210	211
213	214
215	216
215	217
215	218
215	219
216	217
216	218
216	219
217	218
217	219
218	219
220	221
222	223
224	225
224	226
224	227
225	226
225	227
226	227
228	229
228	231
228	232
229	231
229	232
230	233
231	232
